repo,bugid,version,result
pandas,45,buggy,fail
pandas,46,buggy,fail
pandas,47,buggy,fail
pandas,48,buggy,fail
pandas,49,buggy,fail
pandas,50,buggy,fail
pandas,51,buggy,fail
pandas,52,buggy,fail
pandas,53,buggy,fail
pandas,54,buggy,fail
pandas,55,buggy,fail
pandas,56,buggy,fail
pandas,57,buggy,fail
pandas,58,buggy,fail
pandas,59,buggy,fail
pandas,60,buggy,error
pandas,61,buggy,error
pandas,62,buggy,error
pandas,63,buggy,fail
pandas,64,buggy,fail
pandas,65,buggy,error
pandas,66,buggy,fail
pandas,67,buggy,fail
pandas,68,buggy,fail
pandas,69,buggy,fail
pandas,70,buggy,fail
pandas,71,buggy,fail
pandas,72,buggy,fail
pandas,73,buggy,fail
pandas,74,buggy,error
pandas,75,buggy,fail
youtube-dl,1,buggy,fail
youtube-dl,2,buggy,fail
youtube-dl,3,buggy,fail
youtube-dl,4,buggy,fail
youtube-dl,5,buggy,fail
youtube-dl,6,buggy,fail
youtube-dl,7,buggy,fail
youtube-dl,8,buggy,fail
youtube-dl,9,buggy,fail
youtube-dl,10,buggy,fail
youtube-dl,11,buggy,fail
youtube-dl,12,buggy,fail
youtube-dl,13,buggy,fail
youtube-dl,14,buggy,fail
pandas,76,buggy,fail
pandas,77,buggy,fail
pandas,78,buggy,fail
pandas,79,buggy,fail
pandas,80,buggy,fail
pandas,81,buggy,fail
pandas,82,buggy,fail
pandas,83,buggy,error
pandas,84,buggy,fail
pandas,85,buggy,error
pandas,86,buggy,fail
pandas,87,buggy,fail
matplotlib,2,buggy,error
matplotlib,3,buggy,error
matplotlib,4,buggy,error
matplotlib,5,buggy,error
matplotlib,6,buggy,error
matplotlib,7,buggy,error
matplotlib,8,buggy,error
matplotlib,9,buggy,error
matplotlib,10,buggy,error
matplotlib,11,buggy,error
matplotlib,12,buggy,error
matplotlib,13,buggy,error
matplotlib,14,buggy,error
matplotlib,15,buggy,error
matplotlib,16,buggy,error
matplotlib,17,buggy,error
matplotlib,18,buggy,error
matplotlib,19,buggy,error
matplotlib,20,buggy,error
matplotlib,21,buggy,error
matplotlib,22,buggy,error
matplotlib,23,buggy,error
matplotlib,24,buggy,error
matplotlib,25,buggy,error
matplotlib,26,buggy,error
matplotlib,27,buggy,error
matplotlib,28,buggy,error
matplotlib,29,buggy,error
matplotlib,30,buggy,error
pandas,88,buggy,fail
pandas,89,buggy,fail
pandas,90,buggy,error
pandas,91,buggy,fail
pandas,92,buggy,fail
pandas,93,buggy,error
pandas,94,buggy,fail
pandas,95,buggy,error
pandas,96,buggy,error
pandas,97,buggy,fail
pandas,98,buggy,fail
pandas,99,buggy,error
pandas,100,buggy,fail
pandas,101,buggy,fail
pandas,102,buggy,fail
pandas,103,buggy,error
pandas,104,buggy,fail
pandas,105,buggy,error
pandas,106,buggy,fail
pandas,107,buggy,error
pandas,108,buggy,error
pandas,109,buggy,fail
pandas,110,buggy,fail
pandas,111,buggy,fail
pandas,112,buggy,fail
pandas,113,buggy,fail
pandas,114,buggy,fail
pandas,115,buggy,error
pandas,116,buggy,error
pandas,117,buggy,fail
pandas,118,buggy,fail
pandas,119,buggy,fail
pandas,120,buggy,error
pandas,121,buggy,fail
pandas,122,buggy,fail
pandas,123,buggy,error
pandas,124,buggy,fail
pandas,125,buggy,fail
pandas,126,buggy,error
pandas,127,buggy,fail
pandas,128,buggy,fail
pandas,129,buggy,error
pandas,130,buggy,fail
pandas,131,buggy,fail
pandas,132,buggy,fail
pandas,133,buggy,fail
pandas,134,buggy,fail
pandas,135,buggy,fail
pandas,136,buggy,error
pandas,137,buggy,fail
pandas,138,buggy,fail
pandas,139,buggy,fail
pandas,140,buggy,error
pandas,141,buggy,error
pandas,142,buggy,fail
pandas,143,buggy,fail
pandas,144,buggy,fail
pandas,145,buggy,error
pandas,146,buggy,error
pandas,147,buggy,fail
pandas,148,buggy,fail
pandas,149,buggy,error
pandas,150,buggy,fail
pandas,151,buggy,fail
pandas,152,buggy,error
pandas,153,buggy,fail
pandas,154,buggy,fail
spacy,1,buggy,fail
spacy,2,buggy,fail
thefuck,3,buggy,fail
thefuck,4,buggy,fail
thefuck,7,buggy,fail
thefuck,9,buggy,fail
thefuck,20,buggy,fail
thefuck,21,buggy,fail
thefuck,23,buggy,fail
thefuck,26,buggy,fail
thefuck,31,buggy,fail
tqdm,2,buggy,fail
tqdm,8,buggy,fail
tqdm,9,buggy,fail
youtube-dl,15,buggy,fail
youtube-dl,16,buggy,fail
youtube-dl,17,buggy,fail
youtube-dl,18,buggy,fail
youtube-dl,19,buggy,fail
youtube-dl,20,buggy,fail
youtube-dl,21,buggy,fail
youtube-dl,22,buggy,fail
youtube-dl,23,buggy,fail
youtube-dl,24,buggy,fail
youtube-dl,25,buggy,fail
youtube-dl,26,buggy,fail
youtube-dl,27,buggy,fail
youtube-dl,28,buggy,fail
youtube-dl,29,buggy,fail
youtube-dl,30,buggy,fail
youtube-dl,31,buggy,fail
youtube-dl,32,buggy,fail
youtube-dl,33,buggy,fail
youtube-dl,34,buggy,fail
youtube-dl,35,buggy,fail
youtube-dl,36,buggy,fail
youtube-dl,37,buggy,fail
youtube-dl,38,buggy,fail
youtube-dl,39,buggy,fail
youtube-dl,40,buggy,fail
youtube-dl,41,buggy,fail
youtube-dl,42,buggy,fail
youtube-dl,43,buggy,fail
sanic,1,buggy,error
sanic,2,buggy,error
pandas,155,buggy,error
pandas,156,buggy,fail
pandas,157,buggy,error
pandas,158,buggy,fail
pandas,159,buggy,fail
pandas,160,buggy,error
pandas,161,buggy,fail
pandas,162,buggy,error
pandas,163,buggy,fail
pandas,164,buggy,fail
pandas,165,buggy,fail
pandas,166,buggy,error
pandas,167,buggy,fail
pandas,168,buggy,error
pandas,169,buggy,fail
sanic,3,buggy,error
sanic,4,buggy,error
sanic,5,buggy,error
scrapy,1,buggy,fail
scrapy,2,buggy,fail
scrapy,3,buggy,fail
scrapy,4,buggy,fail
scrapy,5,buggy,fail
scrapy,6,buggy,error
scrapy,7,buggy,fail
scrapy,8,buggy,fail
scrapy,9,buggy,error
scrapy,10,buggy,fail
scrapy,11,buggy,error
scrapy,12,buggy,error
scrapy,13,buggy,fail
scrapy,14,buggy,error
scrapy,15,buggy,fail
scrapy,16,buggy,fail
scrapy,17,buggy,fail
scrapy,18,buggy,fail
scrapy,19,buggy,fail
scrapy,20,buggy,fail
scrapy,21,buggy,fail
scrapy,22,buggy,fail
scrapy,23,buggy,fail
scrapy,24,buggy,error
scrapy,25,buggy,error
scrapy,26,buggy,error
scrapy,27,buggy,fail
scrapy,28,buggy,error
scrapy,29,buggy,fail
scrapy,30,buggy,fail
scrapy,31,buggy,fail
scrapy,32,buggy,fail
scrapy,33,buggy,error
scrapy,34,buggy,fail
scrapy,35,buggy,fail
scrapy,36,buggy,fail
scrapy,37,buggy,fail
scrapy,38,buggy,error
scrapy,39,buggy,fail
scrapy,40,buggy,fail
spacy,3,buggy,error
spacy,4,buggy,error
spacy,5,buggy,fail
spacy,6,buggy,fail
spacy,7,buggy,fail
spacy,8,buggy,fail
spacy,9,buggy,fail
spacy,10,buggy,fail
thefuck,1,buggy,error
thefuck,2,buggy,error
thefuck,5,buggy,fail
thefuck,6,buggy,error
thefuck,8,buggy,fail
thefuck,10,buggy,error
thefuck,11,buggy,error
thefuck,12,buggy,fail
thefuck,13,buggy,fail
thefuck,14,buggy,fail
thefuck,15,buggy,fail
thefuck,16,buggy,fail
thefuck,17,buggy,fail
thefuck,18,buggy,fail
thefuck,19,buggy,fail
thefuck,22,buggy,fail
thefuck,24,buggy,fail
thefuck,25,buggy,error
thefuck,27,buggy,error
thefuck,28,buggy,error
thefuck,29,buggy,fail
thefuck,30,buggy,fail
thefuck,32,buggy,fail
tornado,1,buggy,fail
tornado,2,buggy,fail
tornado,3,buggy,fail
tornado,4,buggy,fail
tornado,5,buggy,fail
tornado,6,buggy,fail
tornado,7,buggy,fail
tornado,8,buggy,fail
tornado,9,buggy,fail
tornado,10,buggy,fail
tornado,11,buggy,fail
tornado,12,buggy,fail
tornado,13,buggy,fail
tornado,14,buggy,fail
tornado,15,buggy,fail
tornado,16,buggy,error
tqdm,1,buggy,error
tqdm,3,buggy,fail
tqdm,4,buggy,error
tqdm,5,buggy,fail
tqdm,6,buggy,fail
tqdm,7,buggy,fail
